订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因
DD202404252,2024-05-10,拼多多,P019,海尔 10kg 滚筒洗衣机 ,1899,3.0,5697.0,U1094,浙江,待发货,家电,,,,,,
DD202401915,2024-01-05,抖音,P027,优衣库圆领T恤,79,1.0,79.0,U0050,广东,已完成,服饰,2.0,中通,4.0,2024-01-07,2024-01-10,
DD202401573,2024-08-01,天猫,P044,良品铺子 零食大礼包,139,2.0,278.0,U0968,浙江,已完成,食品,3.0,邮政,6.0,2024-08-04,2024/8/8,
DD202401250,2024-06-07,京东,P046,网易严选 保温杯,99,4.0,396.0,U0747,广东,已完成,家居日用,1.0,京东物流,3.0,2024-06-08,2024-06-09,
DD202404414,20240919,天猫,P027,优衣库 圆领T恤,79,4.0,316.0,U0459,浙江,已完成,服饰,1.0,顺丰,3.0,2024-09-20,2024-09-22,
DD202403497,2024-09-09,抖音,P012,机械键盘 87键,199,-1.0,-199.0,U0956,广东,已退款,电脑办公,,,,,,七天无理由
DD202401624,2024-05-04,拼多多,P011,罗技 MX Master 3S 鼠标,699,4.0,2796.0,U1174,广东,已发货,电脑办公,3.0,邮政,6.0,2024-05-07,,
DD202402584,2024-04-28,天猫,P040,三只松鼠 坚果礼盒 ,¥99,4.0,396.0,U0325,湖南,待发货,食品,,,,,,
DD202402435,2024-01-27,京东,P023,九阳破壁机,¥399,4.0,1596.0,U0534,山东,已完成,家电,1.0,顺丰,3.0,2024-01-28,2024-01-31,
DD202401048,2024-06-04,京东,P019,海尔 10kg 滚筒洗衣机,1899,1.0,1899.0,U0758,山东,已取消,家电,,,,,,
DD202403860,2024-10-16,拼多多,P046,网易严选 保温杯,99,4.0,396.0,U1416,青海,已完成,家居日用,2.0,中通,4.0,2024/10/18,2024-10-22,
DD202404329,2024-05-22,天猫,P048,公牛 插线板,49.9,5.0,249.5,U1437,内蒙古,已完成,家居日用,2.0,中通,4.0,2024-05-23,2024-05-27,
DD202402565,2024-02-06,微信小程序,P046,网易严选 保温杯 ,99,4.0,396.0,U1174,广东,已完成,家居日用,2.0,中通,4.0,2024-02-08,2024-02-10,
DD202402523,2024-10-05,天猫,P019,海尔 10kg 滚筒洗衣机,1899,1.0,1899.0,U0452,陕西,已完成,家电,1.0,京东物流,3.0,2024-10-06,2024-10-07,
DD202401773,2024-05-20,拼多多,P018,美的 1.5匹空调,¥2799,2.0,5598.0,U1154,河南,已发货,家电,1.0,顺丰,3.0,2024-05-23,,
DD202403308,2024/5/9,抖音,P020,格力 电风扇,199,1.0,199.0,U1174,四川,待发货,家电,,,,,,
DD202401184,2024-06-02,天猫,P047,全棉时代 浴巾,79,4.0,316.0,U1012,江苏,已发货,家居日用,2.0,圆通,4.0,2024/6/3,,
DD202401041,2024-12-07,拼多多,P038,全棉时代 洗脸巾,¥49.9,4.0,199.6,U0083,广东,已完成,美妆个护,2.0,中通,4.0,2024-12-08,2024-12-10,
DD202402897,2024-08-10,拼多多,P029,阿迪达斯 运动外套,,5.0,,U0732,广东,已完成,服饰,1.0,京东物流,3.0,2024-08-11,2024-08-12,
DD202403878,2024-11-06,天猫,P012,机械键盘 87键,199,2.0,398.0,U0930,广东,待发货,电脑办公,,,,,,
DD202400084,2024-11-26,天猫,P045,金龙鱼 食用油5L,¥89.9,1.0,,U1053,浙江,已取消,食品,,,,,,
DD202403934,2024-09-27,京东,P049,苏泊尔 炒锅,159,-1.0,-159.0,U1333,湖北,已退款,家居日用,,,,,,七天无理由
DD202403160,2024-04-02,天猫,P003,华为Mate60Pro,6999,1.0,6999.0,U0424,内蒙古,已完成,手机数码,2.0,中通,4.0,2024-04-04,2024-04-07,
DD202402016,2024-01-19,天猫,,太平鸟牛仔裤,259,2.0,518.0,U0091,浙江,已完成,服饰,2.0,圆通,4.0,2024/1/21,2024/1/25,
DD202404818,2024-11-12,天猫,P002,iPhone 15 Pro 256G,8999,4.0,35996.0,U0232,辽宁,已完成,手机数码,1.0,顺丰,3.0,2024-11-13,2024-11-14,
DD202403850,2024-04-23,京东,P046,网易严选 保温杯,99,5.0,495.0,U0457,福建,已发货,家居日用,3.0,邮政,6.0,2024-04-26,,
DD202400706,2024-12-29,天猫,P021,米家扫地机器人,¥1599,1.0,1599.0,U0505,,已取消,家电,,,,,,
DD202401979,20241009,京东,P043,星巴克 咖啡豆 ,128,-3.0,-384.0,U0345,辽宁,已退款,食品,,,,,,物流太慢
DD202401005,2024/12/16,拼多多,P023,九阳破壁机,,3.0,,U0426,浙江,已发货,家电,1.0,顺丰,3.0,2024-12-18,,
DD202404152,20240216,天猫,P021,米家扫地机器人,"1,599",0.0,,U0167,安徽,已完成,家电,1.0,顺丰,3.0,2024-02-17,2024/2/19,
DD202400563,2024-11-09,微信小程序,P021,米家扫地机器人 ,1599,4.0,6396.0,U0196,浙江,已完成,家电,1.0,京东物流,3.0,2024-11-10,2024-11-12,
DD202402625,2024-01-13,拼多多,P012,机械键盘 87键,¥199,2.0,199.0,U0254,云南,已完成,电脑办公,1.0,顺丰,3.0,2024-01-14,2024-01-16,
DD202402710,2024-10-24,天猫,P046,网易严选保温杯,99,5.0,495.0,U0991,四川,已发货,家居日用,2.0,圆通,4.0,2024-10-25,,
DD202400859,20240604,天猫,P027,优衣库 圆领T恤,79,2.0,158.0,U0415,北京,已完成,服饰,1.0,京东物流,3.0,2024-06-05,2024-06-07,
DD202400670,2024-11-03,京东,P046,网易严选 保温杯,99,4.0,396.0,U0272,江苏,已完成,家居日用,1.0,顺丰,3.0,2024-11-04,2024/11/7,
DD202403113,2024-01-15,天猫,P027,优衣库 圆领T恤 ,79,1.0,79.0,U1485,湖北,已完成,服饰,2.0,圆通,4.0,2024-01-16,2024/1/19,
DD202403132,,拼多多,P008,索尼 WH-1000XM5 耳机,2399,-1.0,-2399.0,U1495,广东,已退款,手机数码,,,,,,质量问题
DD202400357,2024-11-17,抖音,P032,太平鸟 牛仔裤 ,259,5.0,1295.0,U0252,江苏,已完成,服饰,1.0,京东物流,3.0,2024-11-18,2024-11-20,
DD202401750,2024-02-28,天猫,P019,海尔10kg滚筒洗衣机,1899,5.0,9495.0,U1015,安徽,已取消,家电,,,,,,
DD202403478,2024-04-14,天猫,P022,苏泊尔电饭煲,299,4.0,1196.0,U0904,辽宁,已完成,家电,1.0,顺丰,3.0,2024-04-15,2024-04-16,
DD202402895,2024/8/22,天猫,P047,全棉时代 浴巾,¥79,2.0,158.0,U0184,浙江,已取消,家居日用,,,,,,
DD202403662,2024-04-09,天猫,P015,华为平板 MatePad 11,,2.0,,U1482,安徽,已发货,电脑办公,2.0,中通,4.0,2024-04-11,,
DD202402139,2024-10-03,京东,P042,农夫山泉 矿泉水,36,3.0,108.0,U0641,福建,已完成,食品,2.0,中通,4.0,2024-10-05,2024-10-08,
DD202404262,2024-11-08,微信小程序,P032,太平鸟 牛仔裤,259,5.0,1295.0,U0801,山东,已取消,服饰,,,,,,
DD202403642,2024-12-30,天猫,P044,良品铺子 零食大礼包,139,5.0,695.0,U0048,四川,已完成,食品,1.0,顺丰,3.0,2024-12-31,2025-01-02,
DD202403374,2024-07-03,天猫,P034,雅诗兰黛小棕瓶,950,5.0,4750.0,U1430,辽宁,已完成,美妆个护,1.0,顺丰,3.0,2024/7/4,2024-07-06,
DD202404533,2024-12-16,天猫,P045,金龙鱼 食用油5L,89.9,5.0,449.5,U0055,湖北,已取消,食品,,,,,,
DD202400001,2024-04-09,京东,P008,索尼 WH-1000XM5 耳机,,5.0,,U0383,江苏,已完成,手机数码,1.0,顺丰,3.0,2024-04-10,2024-04-11,
DD202404188,2024-07-10,京东,P006,Redmi K70 ,2499,4.0,9996.0,U1116,山东,已发货,手机数码,2.0,中通,4.0,2024-07-11,,
DD202401758,2024-03-20,拼多多,P002,iPhone15Pro256G,8999,-1.0,-8999.0,U0261,河北,已退款,手机数码,,,,,,物流太慢
DD202401648,2024-03-08,天猫,P048,公牛 插线板,¥49.9,,,U0948,河北,已完成,家居日用,1.0,顺丰,3.0,2024-03-09,2024-03-11,
DD202400888,2024-03-20,,P003,华为 Mate 60 Pro,,1.0,,U0933,广东,已完成,手机数码,1.0,顺丰,3.0,2024-03-21,2024-03-23,
DD202400993,2024-11-03,京东,P020,格力 电风扇 ,199,-2.0,-398.0,U1133,浙江,已退款,家电,,,,,,七天无理由
DD202400135,2024-11-06,拼多多,P045,金龙鱼 食用油5l,89.9,3.0,269.70000000000005,U0117,上海,已完成,食品,1.0,顺丰,3.0,2024-11-07,2024-11-08,
DD202400216,2024/11/29,京东,P044,良品铺子 零食大礼包,139,2.0,278.0,U0274,湖南,已发货,食品,2.0,圆通,4.0,2024-12-02,,
DD202401952,2024-12-30,京东,P007,AirPods Pro 2,¥1899,5.0,9495.0,U1184,湖南,已发货,手机数码,3.0,邮政,6.0,2025-01-01,,
DD202400593,2024/7/10,抖音,P026,小米电视 65寸,¥2999,-3.0,-8997.0,U0653,山东,已退款,家电,,,,,,物流太慢
DD202400364,2024-05-16,拼多多,P003,华为 mate 60 pro,6999,2.0,13998.0,U0614,黑龙江,已发货,手机数码,1.0,京东物流,3.0,2024-05-17,,
DD202401714,2024-01-06,拼多多,P040,三只松鼠 坚果礼盒,99,3.0,297.0,U0778,湖北,已完成,食品,1.0,京东物流,3.0,2024-01-09,2024-01-11,
DD202400815,2024-12-27,微信小程序,P005,荣耀 Magic6,¥3999,2.0,7998.0,U1480,广东,已发货,手机数码,2.0,圆通,4.0,2024-12-29,,
DD202404331,2024-05-10,京东,P050,宜家 收纳箱,69,3.0,207.0,U1373,辽宁,已完成,家居日用,2.0,中通,4.0,2024-05-11,2024-05-14,
DD202402747,2024-03-13,拼多多,P046,网易严选 保温杯,99,4.0,396.0,U0339,陕西,已取消,家居日用,,,,,,
DD202403876,2024-07-05,天猫,P022,苏泊尔电饭煲,299,2.0,,U0152,四川,已完成,家电,2.0,中通,4.0,2024-07-07,2024-07-09,
DD202403635,2024-04-03,天猫,P037,海飞丝洗发水,59.9,4.0,239.6,U1375,浙江,已取消,美妆个护,,,,,,
DD202401960,2024/8/25,京东,P005,荣耀 Magic6,3999,5.0,,U0932,湖北,已发货,手机数码,1.0,京东物流,3.0,2024-08-26,,
DD202404127,2024-07-12,抖音,P035,欧莱雅 洗面奶,¥129,4.0,516.0,U0856,江苏,已取消,美妆个护,,,,,,
DD202400012,2024-03-13,拼多多,P021,米家扫地机器人,1599,-1.0,-1599.0,U0335,广西,已退款,家电,,,,,,七天无理由
DD202403118,2024-02-10,京东,P028,李宁 跑步鞋,399,1.0,399.0,U0781,河南,已发货,服饰,3.0,邮政,6.0,2024-02-12,,
DD202400600,,京东,P050,宜家收纳箱,69,2.0,138.0,U0094,重庆,待发货,家居日用,,,,,,
DD202401805,2024/7/23,京东,P035,欧莱雅 洗面奶,129,4.0,516.0,U0467,湖南,已完成,美妆个护,2.0,中通,4.0,2024-07-24,2024-07-26,
DD202400955,2024-06-23,京东,P017,得力文件夹,¥15.9,1.0,15.9,U0587,贵州,已完成,电脑办公,3.0,邮政,6.0,2024-06-26,2024-07-02,
DD202403638,2024-10-18,天猫,P010,小米 充电宝20000mAh,129,1.0,129.0,U0834,浙江,已完成,手机数码,3.0,邮政,6.0,2024-10-20,2024-10-24,
DD202403190,2024-07-10,微信小程序,P048,公牛 插线板,,1.0,,U1356,浙江,已发货,家居日用,1.0,顺丰,3.0,2024-07-12,,
DD202402872,2024-06-20,拼多多,P003,华为 Mate 60 Pro,¥6999,4.0,27996.0,U0970,广东,已完成,手机数码,3.0,邮政,6.0,2024-06-24,2024-06-28,
DD202401459,2024/12/4,天猫,P038,全棉时代洗脸巾,49.9,5.0,249.5,U1270,河南,已完成,美妆个护,1.0,顺丰,3.0,2024-12-05,2024-12-06,
DD202404334,,天猫,P035,欧莱雅洗面奶,¥129,4.0,516.0,U0750,江西,待发货,美妆个护,,,,,,
DD202401787,2024-11-04,天猫,P022,苏泊尔电饭煲,299,2.0,598.0,U1386,广东,已完成,家电,2.0,中通,4.0,2024/11/5,2024-11-08,
DD202403138,2024-10-16,天猫,P011,罗技 mx master 3s 鼠标,¥699,4.0,2796.0,U1409,重庆,已完成,电脑办公,3.0,邮政,6.0,2024-10-19,2024/10/24,
DD202400255,2024-08-22,京东,P004,小米 14 12+256G,"4,299",4.0,17196.0,U1323,河南,待发货,手机数码,,,,,,
DD202403070,2024-04-15,京东,P029,阿迪达斯运动外套,599,-2.0,-1198.0,U0857,广东,已退款,服饰,,,,,,物流太慢
DD202402500,2024-01-08,微信小程序,P032,太平鸟 牛仔裤,259,4.0,1036.0,U1148,浙江,待发货,服饰,,,,,,
DD202401192,2024-10-18,拼多多,P046,网易严选 保温杯,99,1.0,99.0,U0260,广东,已完成,家居日用,2.0,中通,4.0,2024/10/20,2024-10-22,
DD202404354,2024-09-12,微信小程序,P004,小米 14 12+256g,4299,1.0,4299.0,U0275,山西,已完成,手机数码,2.0,中通,4.0,2024/9/13,2024/9/16,
DD202400428,2024-06-25,天猫,P045,金龙鱼 食用油5L,,5.0,,U0784,河北,已完成,食品,2.0,中通,4.0,2024-06-26,2024-06-30,
DD202404101,2024-06-16,京东,P027,优衣库 圆领T恤,,2.0,,U1133,山东,已完成,服饰,2.0,圆通,4.0,2024-06-18,2024-06-21,
DD202401151,2024-07-02,抖音,P039,完美日记 口红,89,4.0,,U0076,河南,已完成,美妆个护,1.0,京东物流,3.0,2024-07-03,2024-07-06,
DD202403611,2024/7/19,天猫,P015,华为平板 MatePad 11,¥2199,5.0,10995.0,U0436,湖北,已完成,电脑办公,1.0,顺丰,3.0,2024-07-20,2024-07-22,
DD202401416,2024-01-10,天猫,P039,完美日记口红,89,4.0,356.0,U1329,浙江,已完成,美妆个护,3.0,邮政,6.0,2024/1/13,2024-01-17,
DD202402906,2024/7/9,天猫,P045,金龙鱼 食用油5L,¥89.9,3.0,269.70000000000005,U0448,北京,已发货,食品,2.0,中通,4.0,2024-07-10,,
DD202403454,2024-02-14,京东,P027,优衣库 圆领t恤,¥79,-1.0,-79.0,U0098,河北,已退款,服饰,,,,,,物流太慢
DD202400838,2024-01-24,天猫,P004,小米 14 12+256G,"4,299",3.0,12897.0,U1347,广东,已完成,手机数码,2.0,圆通,4.0,2024-01-25,2024-01-28,
DD202400596,2024/5/8,京东,P026,小米电视 65寸,¥2999,5.0,14995.0,U0350,广东,已发货,家电,2.0,圆通,4.0,2024-05-10,,
DD202403881,2024-11-07,京东,P035,欧莱雅 洗面奶,129,5.0,645.0,,福建,已完成,美妆个护,1.0,顺丰,3.0,2024-11-08,2024-11-10,
DD202401497,2024-11-25,抖音,P032,太平鸟牛仔裤,259,5.0,1295.0,U1261,,已发货,服饰,1.0,顺丰,3.0,2024-11-26,,
DD202400470,2024/4/17,拼多多,P015,华为平板 MatePad 11,¥2199,3.0,6597.0,U0056,,已完成,电脑办公,1.0,顺丰,3.0,2024-04-18,2024-04-20,
DD202403948,2024-05-28,微信小程序,P020,格力 电风扇,199,1.0,199.0,U0923,重庆,待发货,家电,,,,,,
DD202403082,2024-11-25,京东,P011,罗技 MX Master 3S 鼠标,699,5.0,3495.0,U0850,四川,已完成,电脑办公,2.0,中通,4.0,2024-11-27,2024/11/30,
DD202400126,2024/11/10,拼多多,P049,苏泊尔炒锅,159,3.0,477.0,U0139,浙江,待发货,家居日用,,,,,,
DD202401170,,京东,P042,农夫山泉矿泉水,36,3.0,108.0,U1480,湖北,已完成,食品,2.0,圆通,4.0,,,
DD202400680,2024-04-08,天猫,P035,欧莱雅 洗面奶,129,3.0,387.0,U0498,广东,已完成,美妆个护,1.0,京东物流,3.0,2024-04-09,2024-04-13,
DD202403549,2024/11/8,微信小程序,P043,星巴克 咖啡豆 ,128,5.0,640.0,U0849,广东,已完成,食品,1.0,京东物流,3.0,2024-11-09,2024-11-10,
DD202402606,2024-08-04,天猫,P027,优衣库 圆领T恤,79,4.0,316.0,U0676,河南,已完成,服饰,2.0,圆通,4.0,2024-08-06,2024-08-10,
DD202401879,2024/2/9,微信小程序,,九阳破壁机,¥399,3.0,1197.0,U0844,上海,待发货,家电,,,,,,
DD202402059,2024-02-14,拼多多,P012,机械键盘 87键,199,2.0,398.0,U0401,湖北,已发货,电脑办公,3.0,邮政,6.0,2024/2/16,,
DD202403286,2024-07-19,微信小程序,P049,苏泊尔 炒锅 ,¥159,2.0,318.0,U1244,黑龙江,待发货,家居日用,,,,,,
DD202403769,2024-07-27,拼多多,P009,小米手环8,249,-3.0,-747.0,U0957,江西,已退款,手机数码,,,,,,七天无理由
DD202404011,2024-09-27,天猫,P042,农夫山泉 矿泉水,36,4.0,144.0,U0729,广东,已完成,食品,1.0,京东物流,3.0,2024-09-28,2024-10-01,
DD202403525,2024-11-19,微信小程序,P046,网易严选 保温杯,¥99,2.0,99.0,U0427,山东,已完成,家居日用,2.0,中通,4.0,2024/11/20,2024-11-22,
DD202404330,2024-05-08,京东,P001,iPhone 15 128G,5999,1.0,5999.0,U1012,河南,已完成,手机数码,1.0,京东物流,3.0,2024-05-09,2024/5/10,
DD202403940,2024-12-14,拼多多,P023,九阳破壁机,399,2.0,798.0,U0763,四川,已取消,家电,,,,,,
DD202404609,2024/12/16,京东,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U0716,山东,已发货,美妆个护,1.0,顺丰,3.0,2024-12-17,,
DD202402068,2024/10/24,天猫,P026,小米电视 65寸,2999,2.0,5998.0,U1226,陕西,已完成,家电,1.0,京东物流,3.0,2024-10-25,2024-10-27,
DD202402830,20240205,拼多多,P042,农夫山泉 矿泉水 ,36,2.0,72.0,U0957,浙江,已发货,食品,2.0,圆通,4.0,2024-02-06,,
DD202400264,2024-04-25,京东,P006,RedmiK70,"2,499",3.0,7497.0,U0213,广东,已发货,手机数码,1.0,顺丰,3.0,2024-04-26,,
DD202402708,2024-01-02,京东,P018,美的 1.5匹空调,2799,5.0,13995.0,U1072,四川,已完成,家电,1.0,京东物流,3.0,2024-01-03,2024-01-05,
DD202401733,2024-02-17,天猫,P001,iPhone15128G,5999,5.0,29995.0,U0322,湖北,已完成,手机数码,1.0,京东物流,3.0,2024/2/18,2024-02-21,
DD202401083,20240130,抖音,P047,全棉时代 浴巾,79,4.0,316.0,U1361,四川,已完成,家居日用,1.0,京东物流,3.0,2024-01-31,2024-02-02,
DD202404406,2024-08-10,抖音,P008,索尼WH-1000XM5耳机,2399,5.0,11995.0,U0374,安徽,待发货,手机数码,,,,,,
DD202404650,2024-10-06,天猫,P035,欧莱雅 洗面奶,129,3.0,387.0,U0722,上海,已完成,美妆个护,2.0,圆通,4.0,2024-10-09,2024-10-13,
DD202401928,2024-07-12,京东,P029,阿迪达斯 运动外套,599,4.0,2396.0,U0218,广东,已取消,服饰,,,,,,
DD202403885,2024-03-13,天猫,P021,米家扫地机器人,"1,599",4.0,6396.0,U1110,辽宁,已发货,家电,2.0,中通,4.0,2024-03-14,,
DD202401235,2024-11-13,抖音,,宜家 收纳箱,69,3.0,207.0,U0805,安徽,已完成,家居日用,2.0,圆通,4.0,2024/11/15,2024-11-18,
DD202400315,,拼多多,P033,兰蔻小黑瓶精华,760,2.0,1520.0,U0507,重庆,已取消,美妆个护,,,,,,
DD202402915,2024-11-27,天猫,P022,苏泊尔电饭煲,299,1.0,299.0,U0283,湖北,已取消,家电,,,,,,
DD202403097,2024-11-06,京东,P047,全棉时代 浴巾,79,2.0,158.0,U0453,广东,已完成,家居日用,2.0,圆通,4.0,2024-11-08,2024-11-11,
DD202402812,2024-12-05,微信小程序,P042,农夫山泉 矿泉水 ,¥36,5.0,180.0,U1250,北京,待发货,食品,,,,,,
DD202403765,,京东,P034,雅诗兰黛 小棕瓶,950,4.0,3800.0,U1415,山东,已取消,美妆个护,,,,,,
DD202402873,2024-10-23,天猫,P029,阿迪达斯 运动外套,¥599,2.0,1198.0,U0908,安徽,已完成,服饰,3.0,邮政,6.0,2024-10-27,2024-10-31,
DD202402406,2024-03-06,微信小程序,P012,机械键盘 87键,199,5.0,995.0,U0083,安徽,已完成,电脑办公,3.0,邮政,6.0,2024-03-09,2024/3/13,
DD202400024,2024/11/30,天猫,P005,荣耀 Magic6,3999,4.0,15996.0,U0105,江苏,已完成,手机数码,1.0,京东物流,3.0,2024-12-01,2024-12-03,
DD202403302,2024-11-02,拼多多,P007,AirPods Pro 2,1899,3.0,5697.0,U0998,河北,已完成,手机数码,3.0,邮政,6.0,2024-11-04,2024-11-08,
DD202402008,2024-07-27,天猫,P011,罗技 mx master 3s 鼠标,699,5.0,3495.0,U1433,山西,已完成,电脑办公,1.0,京东物流,3.0,2024-07-28,2024-07-29,
DD202401076,20240522,京东,P005,荣耀 magic6,3999,4.0,15996.0,U1357,山东,已完成,手机数码,1.0,京东物流,3.0,2024/5/23,2024-05-25,
DD202404848,2024-05-03,京东,P044,良品铺子 零食大礼包,139,-2.0,-278.0,U0956,湖北,已退款,食品,,,,,,价格保护
DD202403515,,拼多多,P046,网易严选 保温杯,99,2.0,198.0,U0145,湖北,待发货,家居日用,,,,,,
DD202400019,2024-03-03,京东,P021,米家扫地机器人,1599,3.0,4797.0,U0660,广东,已完成,家电,3.0,邮政,6.0,2024-03-05,2024-03-10,
DD202401759,2024-02-01,天猫,P012,机械键盘 87键,199,2.0,398.0,U0558,山东,已取消,电脑办公,,,,,,
DD202404265,2024-05-13,,P018,美的1.5匹空调,¥2799,-1.0,-2799.0,U0581,陕西,已退款,家电,,,,,,物流太慢
DD202401203,2024/7/10,抖音,P043,星巴克 咖啡豆,¥128,-2.0,-256.0,U1374,江苏,已退款,食品,,,,,,七天无理由
DD202404060,2024-06-28,天猫,P032,太平鸟 牛仔裤,¥259,4.0,1036.0,U0169,山东,已取消,服饰,,,,,,
DD202404173,2024-11-10,天猫,P028,李宁 跑步鞋,399,4.0,1596.0,U0606,湖北,已发货,服饰,1.0,京东物流,3.0,2024/11/11,,
DD202401808,2024-05-05,微信小程序,P036,云南白药 牙膏,¥39.9,1.0,39.9,U1380,江西,已完成,美妆个护,1.0,京东物流,3.0,2024/5/6,2024-05-08,
DD202403058,2024-05-24,抖音,P003,华为 Mate 60 Pro,6999,0.0,,U1051,浙江,已完成,手机数码,1.0,顺丰,3.0,2024-05-25,2024-05-26,
DD202400712,2024-10-05,天猫,P033,兰蔻 小黑瓶精华,760,1.0,760.0,U0661,陕西,已发货,美妆个护,2.0,圆通,4.0,2024-10-07,,
DD202404317,2024-08-09,京东,P007,AirPods Pro 2,1899,3.0,5697.0,U1470,江苏,已完成,手机数码,1.0,顺丰,3.0,2024-08-10,2024-08-14,
DD202400568,2024-01-05,抖音,P039,完美日记 口红,89,0.0,,U0695,浙江,已完成,美妆个护,2.0,圆通,4.0,2024-01-07,2024-01-10,
DD202401921,2024-12-25,拼多多,P046,网易严选 保温杯,99,2.0,198.0,U0949,广东,待发货,家居日用,,,,,,
DD202402335,2024-07-03,微信小程序,P017,得力 文件夹 ,¥15.9,-3.0,-47.7,U0082,广西,已退款,电脑办公,,,,,,七天无理由
DD202401519,2024-11-13,京东,P010,小米 充电宝20000mah,129,1.0,129.0,U0514,浙江,已发货,手机数码,2.0,中通,4.0,2024-11-14,,
DD202403882,2024-04-20,拼多多,P019,海尔 10kg 滚筒洗衣机,"1,899",-1.0,-1899.0,U0146,河南,已退款,家电,,,,,,质量问题
DD202402879,2024-08-28,拼多多,P009,小米手环8,,4.0,,U1134,广东,已发货,手机数码,2.0,圆通,4.0,2024-08-31,,
DD202401443,2024-01-09,天猫,P023,九阳破壁机,399,0.0,,U0397,福建,已退款,家电,,,,,,不想要了
DD202403739,2024-09-21,拼多多,P046,网易严选 保温杯,99,3.0,297.0,U0584,河南,已完成,家居日用,1.0,京东物流,3.0,2024-09-22,2024-09-24,
DD202404556,2024-05-02,京东,P008,索尼 WH-1000XM5 耳机,2399,3.0,7197.0,U0683,湖北,已完成,手机数码,1.0,顺丰,3.0,2024-05-03,2024-05-05,
DD202400086,2024-12-16,天猫,P012,机械键盘87键,¥199,2.0,398.0,U1450,山东,已完成,电脑办公,1.0,京东物流,3.0,2024-12-17,2024-12-18,
DD202402545,2024-12-19,拼多多,P001,iPhone 15 128G,5999,5.0,29995.0,U0409,广东,已发货,手机数码,2.0,圆通,4.0,2024/12/21,,
DD202400806,2024-09-02,天猫,P027,优衣库圆领T恤,79,5.0,395.0,U0826,北京,已发货,服饰,2.0,中通,4.0,2024-09-04,,
DD202400425,2024-09-04,抖音,P017,得力文件夹,¥15.9,4.0,63.6,U0225,江苏,已完成,电脑办公,2.0,圆通,4.0,2024-09-05,2024/9/8,
DD202403506,2024-06-21,京东,P028,李宁跑步鞋,399,5.0,1995.0,U1108,广东,待发货,服饰,,,,,,
DD202402511,2024-02-11,拼多多,P002,iphone 15 pro 256g,8999,3.0,26997.0,U0011,广东,已发货,手机数码,1.0,京东物流,3.0,2024-02-12,,
DD202401398,2024-02-10,抖音,P026,小米电视 65寸,,1.0,,U1007,湖北,已取消,家电,,,,,,
DD202402651,2024-11-17,京东,P017,得力 文件夹,15.9,4.0,63.6,U0128,广东,已完成,电脑办公,2.0,圆通,4.0,2024/11/19,2024-11-21,
DD202401461,2024-08-25,天猫,P032,太平鸟 牛仔裤,259,1.0,259.0,U1129,北京,待发货,服饰,,,,,,
DD202401650,2024-05-23,天猫,P005,荣耀 Magic6,3999,4.0,15996.0,U1086,江苏,已完成,手机数码,2.0,中通,4.0,2024-05-24,2024-05-28,
DD202403840,2024-02-10,拼多多,P001,iPhone 15 128G ,"5,999",3.0,17997.0,U0623,新疆,已取消,手机数码,,,,,,
DD202400780,2024-09-16,微信小程序,P033,兰蔻 小黑瓶精华,¥760,2.0,1520.0,U1300,河北,已完成,美妆个护,1.0,京东物流,3.0,2024-09-17,2024-09-20,
DD202402513,20240726,拼多多,P005,荣耀 magic6,¥3999,5.0,19995.0,U0240,河北,已完成,手机数码,1.0,京东物流,3.0,2024-07-27,2024-07-28,
DD202403035,2024-05-13,天猫,P027,优衣库 圆领t恤,79,3.0,237.0,U1399,河南,已完成,服饰,2.0,中通,4.0,2024-05-15,2024-05-17,
DD202402749,2024-04-08,拼多多,P045,金龙鱼 食用油5L,¥89.9,2.0,179.8,U1040,山西,已完成,食品,1.0,顺丰,3.0,2024-04-09,2024-04-11,
DD202401922,2024-07-04,抖音,P038,全棉时代 洗脸巾,49.9,-1.0,-49.9,U0182,吉林,已退款,美妆个护,,,,,,七天无理由
DD202402241,2024-06-29,天猫,P036,云南白药 牙膏,39.9,5.0,199.5,U1404,浙江,已完成,美妆个护,1.0,京东物流,3.0,2024-06-30,2024-07-02,
DD202402555,2024-07-07,天猫,P039,完美日记口红,¥89,4.0,356.0,U1078,江苏,已完成,美妆个护,2.0,中通,4.0,2024/7/8,2024/7/11,
DD202403476,2024-11-26,拼多多,P030,南极人 棉袜5双装,29.9,4.0,119.6,U0727,江西,已完成,服饰,1.0,顺丰,3.0,2024/11/27,2024-11-29,
DD202402100,2024-07-17,天猫,P002,iPhone15Pro256G,8999,4.0,35996.0,U0684,江苏,已取消,手机数码,,,,,,
DD202401034,2024-06-01,京东,P036,云南白药牙膏,39.9,5.0,199.5,U0111,湖南,已发货,美妆个护,2.0,中通,4.0,2024-06-02,,
DD202400998,2024-05-13,京东,P002,iPhone 15 Pro 256G,"8,999",2.0,,U0611,辽宁,已完成,手机数码,2.0,圆通,4.0,2024-05-14,2024-05-17,
DD202404539,2024/4/21,天猫,P021,米家扫地机器人,1599,4.0,6396.0,U1373,山东,已发货,家电,1.0,顺丰,3.0,2024-04-22,,
