订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因,原始日期,原金额,是否有效订单
DD202402404,2024-07-16,天猫,P010,小米 充电宝20000mAh,129.0,2.0,258.0,U1368,贵州,已完成,手机数码,3.0,邮政,6.0,2024-07-19,2024-07-24,,2024-07-16,258.0,True
DD202400985,2024-06-01,天猫,P007,AirPods Pro 2,1899.0,2.0,3798.0,U0535,北京,已完成,手机数码,1.0,京东物流,3.0,2024-06-02,2024-06-03,,2024-06-01,3798.0,True
DD202401898,2024-06-16,京东,P038,全棉时代 洗脸巾 ,49.9,1.0,49.9,U0427,陕西,已取消,美妆个护,,未知,,,,,2024-06-16,49.9,False
DD202401945,2024-04-04,拼多多,P019,海尔 10kg 滚筒洗衣机,1899.0,3.0,5697.0,U0624,陕西,已取消,家电,,未知,,,,,2024-04-04,5697.0,False
DD202401772,2024-10-09,天猫,P023,九阳破壁机,399.0,1.0,399.0,U0808,山东,已发货,家电,2.0,中通,4.0,2024-10-11,,,2024-10-09,399.0,True
DD202401525,2024-08-02,微信小程序,P036,云南白药 牙膏,39.9,4.0,159.6,U0571,湖北,已取消,美妆个护,,未知,,,,,2024-08-02,159.6,False
DD202400344,2024-07-13,拼多多,P021,米家扫地机器人,1599.0,5.0,7995.0,U0046,广西,待发货,家电,,未知,,,,,2024-07-13,7995.0,True
DD202400399,2024-11-17,京东,P022,苏泊尔电饭煲 ,299.0,-1.0,-299.0,U1306,四川,已退款,家电,,未知,,,,物流太慢,2024-11-17,-299.0,False
DD202400720,2024-06-01,微信小程序,P009,小米手环8,249.0,3.0,747.0,U0016,江苏,已取消,手机数码,,未知,,,,,2024-06-01,373.5,False
DD202402768,2024-10-27,天猫,P010,小米 充电宝20000mah,129.0,2.0,258.0,U0987,重庆,已完成,手机数码,1.0,顺丰,3.0,2024-10-28,2024-10-30,,2024-10-27,258.0,True
DD202402403,2024-06-24,抖音,P045,金龙鱼 食用油5L,89.9,1.0,89.9,U1470,海南,待发货,食品,,未知,,,,,2024/6/24,89.9,True
DD202400453,2024-12-01,拼多多,P008,索尼 WH-1000XM5 耳机,2399.0,2.0,4798.0,U0685,湖南,已发货,手机数码,2.0,圆通,4.0,2024-12-03,,,2024-12-01,4798.0,True
DD202401444,2024-03-14,京东,P019,海尔 10kg 滚筒洗衣机,1899.0,-3.0,-5697.0,U0475,重庆,已退款,家电,,未知,,,,不想要了,2024-03-14,-5697.0,False
DD202400739,2024-01-24,微信小程序,P036,云南白药 牙膏,39.9,5.0,199.5,U1308,天津,已完成,美妆个护,1.0,京东物流,3.0,2024-01-25,2024-01-27,,2024-01-24,199.5,True
DD202400984,2024-03-23,抖音,P002,iphone 15 pro 256g,,2.0,,U0331,天津,已完成,手机数码,1.0,京东物流,3.0,2024-03-24,2024-03-25,,2024-03-23,,True
DD202400145,2024-10-30,抖音,P028,李宁跑步鞋,399.0,5.0,1995.0,U0458,浙江,已发货,服饰,2.0,圆通,4.0,2024-11-01,,,2024-10-30,1995.0,True
DD202400367,2024-12-12,拼多多,P017,得力 文件夹,15.9,1.0,15.9,U0162,浙江,已取消,电脑办公,,未知,,,,,2024-12-12,15.9,False
DD202401585,2024-05-28,微信小程序,P030,南极人 棉袜5双装,29.9,4.0,119.6,未知,广东,已完成,服饰,1.0,顺丰,3.0,2024-05-29,2024-05-31,,2024-05-28,119.6,True
DD202400995,2024-02-07,拼多多,P040,三只松鼠 坚果礼盒,99.0,4.0,396.0,U0158,四川,已取消,食品,,未知,,,,,2024-02-07,396.0,False
DD202402280,2024-04-08,拼多多,P007,AirPods Pro 2,1899.0,2.0,3798.0,U1490,河南,已完成,手机数码,2.0,中通,4.0,2024-04-09,2024-04-12,,2024-04-08,3798.0,True
DD202400249,2024-01-09,抖音,P046,网易严选 保温杯,99.0,0.0,0.0,U0229,广东,已退款,家居日用,,未知,,,,质量问题,2024/1/9,,False
DD202400366,2024-05-07,天猫,P017,得力 文件夹,15.9,4.0,63.6,U1479,安徽,已发货,电脑办公,3.0,邮政,6.0,2024-05-09,,,2024-05-07,63.6,True
DD202402204,2024-01-20,拼多多,P008,索尼 WH-1000XM5 耳机,2399.0,3.0,7197.0,U0972,江苏,已完成,手机数码,2.0,中通,4.0,2024-01-21,2024-01-24,,2024-01-20,7197.0,True
DD202400640,2024-12-18,京东,P038,全棉时代 洗脸巾,49.9,4.0,199.6,U1458,湖北,已完成,美妆个护,1.0,顺丰,3.0,2024-12-19,2024-12-23,,2024-12-18,199.6,True
DD202401918,2024-09-22,天猫,P029,阿迪达斯运动外套,599.0,1.0,599.0,U1180,广东,已完成,服饰,1.0,顺丰,3.0,2024-09-23,2024-09-25,,2024-09-22,599.0,True
DD202400124,2024-11-14,微信小程序,P004,小米 14 12+256G,4299.0,3.0,12897.0,U1317,江苏,已完成,手机数码,1.0,京东物流,3.0,2024-11-15,2024-11-16,,2024/11/14,12897.0,True
DD202402512,2024-04-20,京东,P027,优衣库 圆领T恤,79.0,5.0,395.0,U1248,河南,已完成,服饰,1.0,京东物流,3.0,2024-04-21,2024-04-23,,2024-04-20,395.0,True
DD202402908,2024-07-24,拼多多,P017,得力 文件夹,15.9,3.0,47.7,U0201,江苏,已完成,电脑办公,2.0,圆通,4.0,2024-07-26,2024-07-30,,2024-07-24,23.85,True
DD202401676,2024-02-03,天猫,未知,荣耀 magic6,3999.0,3.0,11997.0,U0761,江苏,已取消,手机数码,,未知,,,,,2024-02-03,11997.0,False
DD202401089,2024-05-23,天猫,P022,苏泊尔电饭煲 ,299.0,1.0,299.0,U0163,安徽,待发货,家电,,未知,,,,,2024-05-23,299.0,True
DD202400551,2024-10-28,抖音,P010,小米 充电宝20000mAh,129.0,4.0,516.0,U1193,湖南,已完成,手机数码,1.0,顺丰,3.0,2024-10-29,2024-10-30,,2024-10-28,516.0,True
DD202402355,2024-09-09,抖音,P049,苏泊尔 炒锅 ,159.0,-1.0,-159.0,U0618,江苏,已退款,家居日用,,未知,,,,物流太慢,2024-09-09,-159.0,False
DD202402250,2024-06-23,天猫,P036,云南白药 牙膏,39.9,-3.0,-119.69999999999999,U0609,辽宁,已退款,美妆个护,,未知,,,,物流太慢,2024-06-23,-119.7,False
DD202402915,2024-11-27,天猫,P022,苏泊尔电饭煲,299.0,1.0,299.0,U0283,湖北,已取消,家电,,未知,,,,,2024-11-27,299.0,False
DD202400296,2024-12-20,京东,P036,云南白药 牙膏,39.9,4.0,159.6,U0232,安徽,已取消,美妆个护,,未知,,,,,2024-12-20,159.6,False
DD202402135,2024-05-03,拼多多,P032,太平鸟 牛仔裤,259.0,3.0,777.0,U0101,天津,待发货,服饰,,未知,,,,,2024/5/3,777.0,True
DD202401413,2024-10-12,京东,P010,小米 充电宝20000mah,129.0,4.0,516.0,U0882,河北,已完成,手机数码,3.0,邮政,6.0,2024-10-15,2024-10-20,,2024/10/12,516.0,True
DD202402085,2024-11-01,抖音,P019,海尔 10kg 滚筒洗衣机,1899.0,1.0,1899.0,U0131,四川,已取消,家电,,未知,,,,,2024-11-01,1899.0,False
DD202400560,2024-03-25,拼多多,P045,金龙鱼 食用油5L,89.9,1.0,89.9,U0950,福建,已完成,食品,2.0,中通,4.0,2024-03-27,2024-03-31,,2024-03-25,89.9,True
DD202402237,2024-11-04,天猫,P038,全棉时代 洗脸巾,49.9,2.0,99.8,U0863,安徽,已取消,美妆个护,,未知,,,,,2024-11-04,,False
DD202400651,2024-11-13,拼多多,P044,良品铺子 零食大礼包,139.0,3.0,417.0,U0066,重庆,已发货,食品,2.0,圆通,4.0,2024-11-16,,,2024-11-13,417.0,True
DD202400884,2024-11-26,拼多多,P011,罗技MXMaster3S鼠标,699.0,4.0,2796.0,U1208,湖南,待发货,电脑办公,,未知,,,,,2024-11-26,2796.0,True
DD202401205,2024-12-13,抖音,P020,格力 电风扇,199.0,4.0,796.0,U1356,福建,已完成,家电,2.0,圆通,4.0,2024-12-14,2024-12-17,,2024-12-13,796.0,True
DD202401732,2024-04-29,拼多多,P010,小米 充电宝20000mAh ,,4.0,,U0338,山东,待发货,手机数码,,未知,,,,,2024-04-29,,True
DD202402683,2024-12-07,未知,P042,农夫山泉矿泉水,36.0,4.0,144.0,U0403,福建,已完成,食品,2.0,圆通,4.0,2024-12-08,2024-12-10,,2024-12-07,144.0,True
DD202402101,2024-06-06,天猫,P021,米家扫地机器人 ,1599.0,0.0,0.0,U0173,湖北,已完成,家电,2.0,中通,4.0,2024-06-07,2024-06-13,,2024/6/6,,True
DD202401490,2024-11-22,天猫,P034,雅诗兰黛 小棕瓶,950.0,5.0,4750.0,U0742,江苏,已完成,美妆个护,1.0,顺丰,3.0,2024-11-24,2024-11-25,,2024-11-22,4750.0,True
DD202402043,2024-11-24,抖音,P030,南极人 棉袜5双装,29.9,-1.0,-29.9,U1258,江西,已退款,服饰,,未知,,,,物流太慢,2024-11-24,-29.9,False
DD202401285,2024-04-19,天猫,P030,南极人 棉袜5双装,29.9,1.0,29.9,U0960,浙江,待发货,服饰,,未知,,,,,2024-04-19,,True
DD202402729,2024-01-12,微信小程序,P035,欧莱雅 洗面奶,,1.0,,U0789,浙江,已完成,美妆个护,3.0,邮政,6.0,2024-01-14,2024-01-18,,2024-01-12,,True
DD202400321,2024-05-27,微信小程序,P020,格力 电风扇,199.0,5.0,995.0,U0911,福建,已完成,家电,1.0,顺丰,3.0,2024-05-28,2024-05-30,,20240527,995.0,True
DD202402286,2024-11-19,天猫,未知,金龙鱼 食用油5l,89.9,5.0,449.5,未知,陕西,已完成,食品,1.0,顺丰,3.0,2024-11-20,2024-11-22,,2024-11-19,449.5,True
DD202401951,2024-12-11,京东,未知,海尔 10kg 滚筒洗衣机,,1.0,,U1421,广东,已发货,家电,2.0,中通,4.0,2024-12-13,,,2024-12-11,,True
DD202401825,2024-03-26,京东,P038,全棉时代洗脸巾,49.9,4.0,199.6,U1084,江西,已完成,美妆个护,2.0,圆通,4.0,2024-03-28,2024-04-01,,2024-03-26,199.6,True
DD202401557,2024-03-30,天猫,P011,罗技MXMaster3S鼠标,699.0,1.0,699.0,U0785,江西,已完成,电脑办公,1.0,顺丰,3.0,2024-04-01,2024-04-03,,2024-03-30,699.0,True
DD202400506,2024-11-11,拼多多,P027,优衣库 圆领T恤,79.0,5.0,395.0,U0048,浙江,待发货,服饰,,未知,,,,,2024-11-11,395.0,True
DD202400292,2024-06-21,天猫,P046,网易严选 保温杯,99.0,1.0,99.0,U0116,四川,已完成,家居日用,1.0,顺丰,3.0,2024-06-22,2024-06-25,,2024-06-21,99.0,True
DD202400655,2024-08-08,微信小程序,P010,小米 充电宝20000mah,129.0,4.0,516.0,U0503,广西,已发货,手机数码,1.0,顺丰,3.0,2024-08-09,,,2024/8/8,516.0,True
DD202402688,2024-08-27,天猫,P030,南极人 棉袜5双装,29.9,2.0,59.8,U1428,湖北,已完成,服饰,1.0,顺丰,3.0,2024-08-28,2024-08-30,,2024-08-27,59.8,True
DD202402471,2024-11-27,天猫,P038,全棉时代洗脸巾,49.9,5.0,249.5,U0349,河南,待发货,美妆个护,,未知,,,,,2024/11/27,249.5,True
DD202401065,2024-09-24,天猫,P021,米家扫地机器人,1599.0,4.0,6396.0,U0060,广东,已取消,家电,,未知,,,,,2024-09-24,6396.0,False
DD202402174,2024-11-01,京东,P017,得力文件夹,15.9,-1.0,-15.9,U1269,湖南,已退款,电脑办公,,未知,,,,七天无理由,2024-11-01,-15.9,False
DD202402499,2024-08-01,拼多多,P050,宜家 收纳箱,,2.0,,U1033,湖北,已完成,家居日用,2.0,圆通,4.0,2024-08-03,2024-08-06,,2024-08-01,,True
DD202402320,2024-10-17,抖音,P042,农夫山泉矿泉水,,5.0,,U0499,上海,已完成,食品,1.0,顺丰,3.0,2024-10-18,2024-10-20,,2024-10-17,,True
DD202400442,2024-02-06,京东,P039,完美日记 口红,89.0,2.0,178.0,U0668,浙江,已完成,美妆个护,2.0,中通,4.0,2024-02-09,2024-02-12,,2024/2/6,178.0,True
DD202400036,2024-04-09,拼多多,P045,金龙鱼 食用油5L,,-2.0,,U1185,广东,已退款,食品,,未知,,,,七天无理由,2024-04-09,,False
DD202400505,2024-03-10,天猫,P039,完美日记 口红 ,89.0,5.0,445.0,U0605,河南,已完成,美妆个护,3.0,邮政,6.0,2024-03-12,2024-03-17,,20240310,445.0,True
DD202402896,2024-11-29,京东,P008,索尼 WH-1000XM5 耳机,2399.0,-3.0,-7197.0,U1358,安徽,已退款,手机数码,,未知,,,,七天无理由,2024-11-29,-7197.0,False
DD202402223,2024-03-04,天猫,P046,网易严选 保温杯,99.0,3.0,297.0,U1202,陕西,已完成,家居日用,2.0,中通,4.0,2024-03-06,2024-03-09,,2024-03-04,148.5,True
DD202402177,2024-08-25,天猫,P016,得力A4打印纸,29.9,1.0,29.9,U0345,辽宁,已完成,电脑办公,1.0,京东物流,3.0,2024-08-26,2024-08-28,,2024-08-25,29.9,True
DD202401277,2024-12-13,天猫,P028,李宁 跑步鞋,399.0,1.0,399.0,U1311,北京,已完成,服饰,3.0,邮政,6.0,2024-12-16,2024-12-21,,20241213,399.0,True
DD202401263,2024-01-30,京东,P008,索尼 WH-1000XM5 耳机,2399.0,1.0,2399.0,U0367,内蒙古,已完成,手机数码,1.0,京东物流,3.0,2024-01-31,2024-02-04,,2024/1/30,2399.0,True
DD202401687,2024-07-25,天猫,P035,欧莱雅 洗面奶,129.0,1.0,129.0,U0900,河北,已完成,美妆个护,1.0,京东物流,3.0,2024-07-26,2024-07-27,,2024-07-25,129.0,True
DD202400970,2024-11-16,抖音,P048,公牛 插线板 ,49.9,2.0,99.8,U0603,安徽,已完成,家居日用,1.0,顺丰,3.0,2024-11-17,2024-11-18,,2024-11-16,99.8,True
DD202401382,2024-06-23,天猫,P011,罗技 mx master 3s 鼠标,699.0,4.0,2796.0,U0148,广东,待发货,电脑办公,,未知,,,,,2024-06-23,2796.0,True
DD202401889,2024-08-08,微信小程序,P045,金龙鱼 食用油5L,,2.0,,U1316,江苏,已取消,食品,,未知,,,,,2024-08-08,,False
DD202400961,,天猫,P045,金龙鱼 食用油5L,89.9,1.0,89.9,U0442,浙江,已取消,食品,,未知,,,,,,89.9,False
DD202402419,2024-09-19,天猫,P034,雅诗兰黛 小棕瓶,950.0,2.0,1900.0,U0971,江西,已完成,美妆个护,1.0,京东物流,3.0,2024-09-20,2024-09-22,,2024-09-19,1900.0,True
DD202400304,2024-04-01,京东,P026,小米电视65寸,2999.0,-1.0,-2999.0,U0186,上海,已退款,家电,,未知,,,,不想要了,2024/4/1,-2999.0,False
DD202400432,2024-11-01,天猫,P021,米家扫地机器人,1599.0,1.0,1599.0,U0237,黑龙江,已取消,家电,,未知,,,,,2024-11-01,1599.0,False
DD202401803,2024-01-17,京东,P033,兰蔻 小黑瓶精华,760.0,4.0,3040.0,U1236,江苏,已完成,美妆个护,3.0,邮政,6.0,2024-01-20,2024-01-23,,2024-01-17,3040.0,True
DD202401606,2024-02-09,拼多多,P016,得力A4打印纸,29.9,4.0,119.6,U0742,辽宁,已完成,电脑办公,2.0,圆通,4.0,2024-02-11,2024-02-15,,2024-02-09,119.6,True
DD202402081,2024-11-23,拼多多,P042,农夫山泉 矿泉水,36.0,5.0,180.0,U1201,山东,已完成,食品,1.0,京东物流,3.0,2024-11-24,2024-11-27,,2024-11-23,,True
DD202400986,2024-03-10,抖音,P011,罗技 MX Master 3S 鼠标,699.0,5.0,3495.0,U0611,山东,待发货,电脑办公,,未知,,,,,2024-03-10,3495.0,True
DD202400133,2024-07-23,拼多多,P034,雅诗兰黛 小棕瓶,950.0,3.0,2850.0,U0453,山东,已完成,美妆个护,2.0,中通,4.0,2024-07-24,2024-07-26,,2024-07-23,2850.0,True
DD202401109,2024-05-23,天猫,P003,华为 mate 60 pro,6999.0,5.0,34995.0,U1223,广东,已发货,手机数码,2.0,圆通,4.0,2024-05-25,,,2024-05-23,34995.0,True
DD202400856,2024-12-07,微信小程序,P038,全棉时代 洗脸巾,49.9,3.0,149.7,U0628,重庆,待发货,美妆个护,,未知,,,,,2024-12-07,149.7,True
DD202401371,2024-03-22,抖音,P038,全棉时代洗脸巾,,5.0,,U0331,浙江,已完成,美妆个护,2.0,圆通,4.0,2024-03-24,2024-03-28,,2024-03-22,,True
DD202400770,2024-08-28,微信小程序,P050,宜家 收纳箱 ,69.0,5.0,345.0,U1040,河南,已完成,家居日用,1.0,京东物流,3.0,2024-08-29,2024-08-31,,2024-08-28,345.0,True
DD202400199,2024-05-19,天猫,P019,海尔 10kg 滚筒洗衣机,1899.0,5.0,9495.0,U0647,北京,待发货,家电,,未知,,,,,2024-05-19,9495.0,True
DD202401112,2024-11-28,天猫,P038,全棉时代 洗脸巾,49.9,2.0,99.8,U0095,重庆,已完成,美妆个护,1.0,京东物流,3.0,2024-11-29,2024-12-02,,2024-11-28,99.8,True
DD202401964,2024-07-18,拼多多,P020,格力 电风扇,199.0,1.0,199.0,U0015,黑龙江,待发货,家电,,未知,,,,,20240718,199.0,True
DD202400678,2024-07-07,京东,P010,小米 充电宝20000mAh,129.0,4.0,516.0,U1306,浙江,待发货,手机数码,,未知,,,,,2024/7/7,516.0,True
DD202402028,2024-04-13,天猫,P036,云南白药 牙膏,39.9,1.0,39.9,U0623,广东,已取消,美妆个护,,未知,,,,,2024-04-13,19.95,False
DD202400484,2024-06-13,天猫,P027,优衣库 圆领T恤,79.0,2.0,158.0,U0034,四川,待发货,服饰,,未知,,,,,2024-06-13,158.0,True
DD202401378,2024-04-16,微信小程序,P015,华为平板 MatePad 11,2199.0,1.0,2199.0,U0992,湖北,已完成,电脑办公,1.0,顺丰,3.0,2024-04-17,2024-04-19,,20240416,2199.0,True
DD202402690,,京东,P017,得力 文件夹 ,15.9,4.0,63.6,U0061,江苏,已取消,电脑办公,,未知,,,,,,63.6,False
DD202402739,2024-04-10,拼多多,P033,兰蔻 小黑瓶精华,760.0,2.0,1520.0,U0849,河北,已完成,美妆个护,2.0,圆通,4.0,2024-04-11,2024-04-13,,2024-04-10,1520.0,True
DD202401018,2024-06-11,京东,P018,美的1.5匹空调,2799.0,4.0,11196.0,U1368,河北,待发货,家电,,未知,,,,,2024-06-11,11196.0,True
DD202401366,2024-10-21,天猫,P041,蒙牛纯牛奶24盒,69.9,4.0,279.6,U1133,河南,已取消,食品,,未知,,,,,2024-10-21,279.6,False
DD202402535,2024-01-20,京东,P030,南极人 棉袜5双装,29.9,5.0,149.5,U1039,山东,已完成,服饰,3.0,邮政,6.0,2024-01-23,2024-01-26,,2024/1/20,149.5,True
DD202401449,2024-06-06,拼多多,P046,网易严选 保温杯,99.0,1.0,99.0,U0052,重庆,已完成,家居日用,1.0,顺丰,3.0,2024-06-07,2024-06-09,,2024-06-06,99.0,True
DD202402421,2024-12-26,拼多多,P026,小米电视 65寸,2999.0,3.0,8997.0,U0138,湖南,已完成,家电,2.0,中通,4.0,2024-12-28,2025-01-01,,2024-12-26,8997.0,True
DD202401067,2024-12-18,拼多多,P021,米家扫地机器人,1599.0,1.0,1599.0,U1007,广东,已完成,家电,1.0,京东物流,3.0,2024-12-19,2024-12-22,,2024/12/18,1599.0,True
DD202401335,2024-10-16,微信小程序,P034,雅诗兰黛 小棕瓶,950.0,-2.0,-1900.0,U0482,未知,已退款,美妆个护,,未知,,,,物流太慢,2024-10-16,-1900.0,False
DD202401650,2024-05-23,天猫,P005,荣耀 Magic6,3999.0,4.0,15996.0,U1086,江苏,已完成,手机数码,2.0,中通,4.0,2024-05-24,2024-05-28,,2024-05-23,15996.0,True
DD202400235,2024-02-01,微信小程序,P009,小米手环8 ,249.0,4.0,996.0,U0656,湖南,待发货,手机数码,,未知,,,,,2024-02-01,,True
DD202401880,2024-07-09,天猫,P010,小米 充电宝20000mAh,129.0,4.0,516.0,U0369,江苏,已发货,手机数码,1.0,京东物流,3.0,2024-07-10,,,2024-07-09,516.0,True
DD202401774,2024-05-25,未知,P046,网易严选 保温杯,99.0,5.0,495.0,U0080,江苏,已取消,家居日用,,未知,,,,,2024-05-25,495.0,False
DD202400563,2024-11-09,微信小程序,P021,米家扫地机器人 ,1599.0,4.0,6396.0,U0196,浙江,已完成,家电,1.0,京东物流,3.0,2024-11-10,2024-11-12,,2024-11-09,6396.0,True
DD202402452,2024-09-22,天猫,P018,美的1.5匹空调,2799.0,2.0,5598.0,U1158,广东,已取消,家电,,未知,,,,,2024-09-22,5598.0,False
DD202402416,2024-07-10,京东,P046,网易严选 保温杯,99.0,2.0,198.0,U1239,北京,已发货,家居日用,2.0,圆通,4.0,2024-07-11,,,2024/7/10,198.0,True
DD202402234,2024-06-17,拼多多,P020,格力 电风扇,199.0,1.0,199.0,U1259,浙江,已完成,家电,1.0,京东物流,3.0,2024-06-18,2024-06-20,,2024-06-17,199.0,True
DD202401087,2024-07-18,拼多多,P043,星巴克 咖啡豆,128.0,5.0,640.0,U0588,黑龙江,已完成,食品,1.0,京东物流,3.0,2024-07-20,2024-07-21,,2024/7/18,640.0,True
DD202402409,2024-10-14,京东,P003,华为 Mate 60 Pro,6999.0,,,U1453,广西,已完成,手机数码,1.0,顺丰,3.0,2024-10-15,2024-10-17,,2024-10-14,,True
DD202401673,2024-04-22,抖音,P033,兰蔻 小黑瓶精华,760.0,-2.0,-1520.0,U0222,河南,已退款,美妆个护,,未知,,,,七天无理由,2024/4/22,-1520.0,False
DD202402227,2024-12-05,天猫,P021,米家扫地机器人,1599.0,2.0,3198.0,U0790,广东,已完成,家电,2.0,圆通,4.0,2024-12-07,2024-12-10,,2024-12-05,3198.0,True
DD202402778,2024-01-19,京东,P003,华为Mate60Pro,6999.0,1.0,6999.0,U1132,山东,已完成,手机数码,2.0,中通,4.0,2024-01-20,2024-01-24,,2024-01-19,,True
DD202401533,2024-11-27,京东,P015,华为平板 MatePad 11,2199.0,3.0,6597.0,U0289,未知,已完成,电脑办公,1.0,顺丰,3.0,2024-11-28,2024-11-30,,2024/11/27,6597.0,True
DD202400105,2024-08-15,抖音,P019,海尔 10kg 滚筒洗衣机,1899.0,2.0,3798.0,U0398,湖北,已完成,家电,2.0,中通,4.0,2024-08-17,2024-08-19,,2024/8/15,3798.0,True
DD202402931,2024-06-11,拼多多,P017,得力 文件夹,15.9,2.0,31.8,U0764,广东,已完成,电脑办公,1.0,京东物流,3.0,2024-06-12,2024-06-13,,2024-06-11,31.8,True
DD202402775,2024-03-09,天猫,P026,小米电视 65寸,2999.0,,,U1369,云南,已完成,家电,1.0,顺丰,3.0,2024-03-10,2024-03-11,,2024/3/9,,True
DD202400693,2024-01-23,天猫,P036,云南白药 牙膏,39.9,2.0,79.8,U1198,浙江,已完成,美妆个护,1.0,顺丰,3.0,2024-01-24,2024-01-26,,2024-01-23,79.8,True
DD202402715,2024-03-08,天猫,P027,优衣库 圆领T恤,79.0,5.0,395.0,U1234,河南,已完成,服饰,2.0,中通,4.0,2024-03-10,2024-03-14,,2024-03-08,395.0,True
DD202401199,2024-06-02,抖音,P030,南极人 棉袜5双装,29.9,-1.0,-29.9,U0005,湖南,已退款,服饰,,未知,,,,不想要了,2024-06-02,-29.9,False
DD202402171,2024-12-25,天猫,P034,雅诗兰黛 小棕瓶,950.0,4.0,3800.0,U1031,江苏,已取消,美妆个护,,未知,,,,,2024-12-25,3800.0,False
DD202401786,2024-12-03,抖音,P002,iPhone15Pro256G,8999.0,4.0,35996.0,U0496,江苏,待发货,手机数码,,未知,,,,,20241203,35996.0,True
DD202401810,2024-07-24,京东,P043,星巴克 咖啡豆,128.0,2.0,256.0,U1422,四川,已完成,食品,2.0,中通,4.0,2024-07-26,2024-07-30,,2024-07-24,256.0,True
DD202401696,2024-07-02,天猫,P046,网易严选 保温杯,99.0,2.0,198.0,U0228,河北,待发货,家居日用,,未知,,,,,2024-07-02,198.0,True
DD202401200,2024-01-02,微信小程序,P018,美的 1.5匹空调,2799.0,4.0,11196.0,U1231,江西,已发货,家电,2.0,圆通,4.0,2024-01-03,,,2024-01-02,11196.0,True
DD202402592,2024-01-10,京东,P029,阿迪达斯 运动外套,599.0,3.0,1797.0,U0398,北京,待发货,服饰,,未知,,,,,2024-01-10,1797.0,True
DD202401907,2024-01-12,微信小程序,P049,苏泊尔 炒锅 ,159.0,-2.0,-318.0,U0635,湖北,已退款,家居日用,,未知,,,,不想要了,2024-01-12,-318.0,False
DD202402017,2024-07-24,拼多多,P015,华为平板 MatePad 11,2199.0,-3.0,-6597.0,U0235,安徽,已退款,电脑办公,,未知,,,,七天无理由,2024-07-24,-6597.0,False
DD202402395,2024-02-25,京东,P017,得力 文件夹,15.9,5.0,79.5,U0875,广东,已完成,电脑办公,1.0,京东物流,3.0,2024-02-26,2024-02-28,,2024/2/25,79.5,True
DD202400011,2024-11-04,天猫,P026,小米电视 65寸,2999.0,1.0,2999.0,U0892,广东,已完成,家电,1.0,顺丰,3.0,2024-11-05,2024-11-07,,20241104,2999.0,True
DD202400252,2024-02-21,京东,P050,宜家 收纳箱 ,69.0,5.0,345.0,U0302,重庆,已完成,家居日用,2.0,中通,4.0,2024-02-22,2024-02-24,,2024-02-21,345.0,True
DD202401522,2024-04-07,天猫,P008,索尼 WH-1000XM5 耳机,2399.0,,,U0519,山东,已发货,手机数码,1.0,顺丰,3.0,2024-04-08,,,2024-04-07,,True
DD202400297,2024-12-22,抖音,P026,小米电视 65寸,2999.0,2.0,5998.0,U1006,重庆,已发货,家电,1.0,顺丰,3.0,2024-12-23,,,2024/12/22,5998.0,True
DD202402290,2024-01-09,拼多多,P032,太平鸟 牛仔裤,259.0,3.0,777.0,U0067,山东,已完成,服饰,2.0,圆通,4.0,2024-01-11,2024-01-15,,2024/1/9,777.0,True
DD202400404,2024-09-01,抖音,P045,金龙鱼 食用油5L,89.9,5.0,449.5,U0931,天津,已发货,食品,1.0,顺丰,3.0,2024-09-02,,,2024-09-01,449.5,True
DD202401782,2024-06-27,抖音,P027,优衣库 圆领t恤,79.0,-1.0,-79.0,U0097,辽宁,已退款,服饰,,未知,,,,发错货,2024-06-27,-79.0,False
DD202400230,2024-11-10,天猫,P007,AirPods Pro 2,1899.0,1.0,1899.0,U1077,内蒙古,待发货,手机数码,,未知,,,,,2024-11-10,1899.0,True
DD202400002,2024-04-03,天猫,P011,罗技 MX Master 3S 鼠标 ,699.0,5.0,3495.0,U0257,河南,已完成,电脑办公,1.0,京东物流,3.0,2024-04-04,2024-04-06,,2024-04-03,3495.0,True
DD202401943,,拼多多,P012,机械键盘87键,199.0,2.0,398.0,U1355,天津,已完成,电脑办公,1.0,顺丰,3.0,,,,,398.0,True
DD202402814,2024-02-21,天猫,P042,农夫山泉 矿泉水,36.0,4.0,144.0,U0834,浙江,已完成,食品,2.0,中通,4.0,2024-02-23,2024-02-26,,2024-02-21,144.0,True
DD202401342,2024-11-16,京东,P005,荣耀 Magic6,3999.0,1.0,3999.0,U0267,江苏,已取消,手机数码,,未知,,,,,2024-11-16,3999.0,False
DD202400165,2024-04-22,天猫,P020,格力 电风扇,199.0,1.0,199.0,U0166,江苏,待发货,家电,,未知,,,,,2024/4/22,199.0,True
DD202401811,2024-10-15,京东,P038,全棉时代 洗脸巾,49.9,2.0,99.8,U0886,辽宁,已完成,美妆个护,1.0,京东物流,3.0,2024-10-16,2024-10-18,,2024-10-15,99.8,True
DD202401999,2024-09-24,天猫,P039,完美日记 口红 ,89.0,4.0,356.0,U0848,上海,已完成,美妆个护,3.0,邮政,6.0,2024-09-26,2024-10-01,,2024-09-24,356.0,True
DD202401178,2024-07-02,京东,P017,得力 文件夹,15.9,-2.0,-31.8,U0628,湖南,已退款,电脑办公,,未知,,,,七天无理由,2024-07-02,-31.8,False
